criminal_id,name,age,home_state,home_district,district,gang_id
C0373,Mithun Joshi,32,Karnataka,Bidar,Bidar,None
C0374,Aditya Reddy,59,Tamil Nadu,Bengaluru Urban,Bengaluru Urban,None
C0375,Harish Kumar,47,Karnataka,Bidar,Bidar,None
C0376,Ganesh Kotian,43,Tamil Nadu,Mysuru,Mysuru,None
C0377,Yogesh Pandit,54,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0378,Rajesh Suvarna,45,Karnataka,Belagavi,Belagavi,None
C0379,Krishna Udupa,23,Karnataka,Bidar,Bidar,None
C0380,Mukesh Pai,35,Karnataka,Koppal,Koppal,None
C0381,Prakash Mallya,24,Karnataka,Bidar,Bidar,None
C0382,Suresh Lobo,31,Karnataka,Dharwad,Dharwad,None
C0383,Aravind Shet,20,Andhra Pradesh,Kalaburagi,Kalaburagi,None
C0384,Harsha Rai,20,Karnataka,Koppal,Koppal,Gang_44
C0385,Aditya Rai,35,Karnataka,Raichur,Raichur,Gang_22
C0386,Lokesh Gowda,26,Karnataka,Vijayapura,Vijayapura,None
C0387,Mukesh Acharya,51,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0388,Tarun Noronha,26,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0389,Shashank Sharma,56,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_37
C0390,Mukesh Desai,32,Karnataka,Raichur,Raichur,None
C0391,Dinesh Joshi,35,Andhra Pradesh,Raichur,Raichur,Gang_39
C0392,Vinod Fernandes,39,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0393,Madan Desai,27,Karnataka,Dharwad,Dharwad,None
C0394,Anand Bairy,48,Karnataka,Hassan,Hassan,None
C0395,Nandakumar Hegde,42,Karnataka,Koppal,Koppal,None
C0396,Chethan Poojary,55,Karnataka,Vijayapura,Vijayapura,None
C0397,Gopal Mendonca,59,Karnataka,Kodagu,Kodagu,None
C0398,Harish Udupa,50,Karnataka,Kodagu,Kodagu,None
C0399,Manjunath Poojary,60,Karnataka,Koppal,Koppal,None
C0400,Sunil Bairy,31,Maharashtra,Mysuru,Mysuru,None
C0401,Ravi Kunder,25,Karnataka,Hassan,Hassan,None
C0402,Kiran Pujari,21,Karnataka,Bidar,Bidar,None
C0403,Amith Devadiga,33,Karnataka,Koppal,Koppal,None
C0404,Mukesh Noronha,58,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0405,Chethan Rao,38,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0406,Akash Karkera,40,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0407,Ranjith Patil,52,Karnataka,Mysuru,Mysuru,None
C0408,Dinesh Fernandes,23,Karnataka,Bidar,Bidar,None
C0409,Madan Nayak,22,Karnataka,Belagavi,Belagavi,None
C0410,Nagaraj Kotian,34,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_46
C0411,Tejas Pandit,58,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0412,Anil Adiga,54,Andhra Pradesh,Mysuru,Mysuru,Gang_36
C0413,Mahesh Shetty,47,Karnataka,Shivamogga,Shivamogga,Gang_32
C0414,Harish Poojary,50,Telangana,Ballari,Ballari,Gang_21
C0415,Devraj Pujari,43,Karnataka,Mysuru,Mysuru,None
C0416,Rakesh Gowda,45,Telangana,Dharwad,Dharwad,None
C0417,Devraj Fernandes,53,Andhra Pradesh,Bengaluru Rural,Bengaluru Rural,Gang_48
C0418,Krishna Shetty,56,Karnataka,Ballari,Ballari,Gang_50
C0419,Chandan Bairy,48,Karnataka,Mysuru,Mysuru,None
C0420,Gopal Bhat,22,Karnataka,Bidar,Bidar,Gang_33
C0421,Devraj Shetty,41,Karnataka,Raichur,Raichur,Gang_39
C0422,Shivakumar Shettigar,52,Karnataka,Mysuru,Mysuru,None
C0423,Srinivas Adiga,57,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0424,Tarun Mallya,56,Karnataka,Raichur,Raichur,None
C0425,Ganesh Fernandes,36,Karnataka,Koppal,Koppal,None
C0426,Bharath Bhat,60,Karnataka,Kalaburagi,Kalaburagi,Gang_25
C0427,Anil Joshi,45,Karnataka,Tumakuru,Tumakuru,None
C0428,Jagannath Alva,58,Karnataka,Koppal,Koppal,None
C0429,Bhaskar Kudva,35,Karnataka,Kodagu,Kodagu,None
C0430,Varun Pai,41,Karnataka,Kalaburagi,Kalaburagi,None
C0431,Gopal Ramesh,40,Karnataka,Dharwad,Dharwad,None
C0432,Pradeep Pandit,48,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0433,Raghav Kunder,60,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_26
C0434,Arun Shetty,60,Karnataka,Vijayapura,Vijayapura,None
C0435,Girish Kudva,49,Karnataka,Ballari,Ballari,Gang_48
C0436,Chandan Murthy,49,Karnataka,Shivamogga,Shivamogga,None
C0437,Mahesh Kamath,30,Karnataka,Belagavi,Belagavi,None
C0438,Akhil Kamath,34,Andhra Pradesh,Hassan,Hassan,Gang_28
C0439,Pradeep Ramesh,32,Karnataka,Koppal,Koppal,None
C0440,Chandan Mallya,32,Karnataka,Shivamogga,Shivamogga,None
C0441,Vikas Rao,48,Tamil Nadu,Belagavi,Belagavi,Gang_8
C0442,Aditya Suvarna,43,Karnataka,Tumakuru,Tumakuru,None
C0443,Tarun Shettigar,58,Karnataka,Bidar,Bidar,None
C0444,Pradeep Kudva,22,Maharashtra,Kodagu,Kodagu,None
C0445,Rakesh Udupa,35,Karnataka,Vijayapura,Vijayapura,None
C0446,Yash Rao,44,Karnataka,Koppal,Koppal,Gang_35
C0447,Manoj Fernandes,21,Karnataka,Kodagu,Kodagu,Gang_24
C0448,Chandan Pai,29,Kerala,Hassan,Hassan,None
C0449,Pavan Pinto,54,Karnataka,Ballari,Ballari,None
C0450,Vijay Poojary,30,Karnataka,Ballari,Ballari,None
C0451,Aditya Naik,39,Karnataka,Kalaburagi,Kalaburagi,None
C0452,Harish Shekar,44,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0453,Gopal Devadiga,51,Karnataka,Vijayapura,Vijayapura,None
C0454,Darshan Rai,47,Karnataka,Dharwad,Dharwad,Gang_31
C0455,Rohit Pandit,38,Karnataka,Dharwad,Dharwad,None
C0456,Amith D'Souza,27,Karnataka,Kodagu,Kodagu,None
C0457,Jagadish Fernandes,24,Karnataka,Tumakuru,Tumakuru,None
C0458,Rohit Pujari,51,Kerala,Raichur,Raichur,None
C0459,Devraj Ramesh,36,Karnataka,Vijayapura,Vijayapura,None
C0460,Kishore Sharma,59,Karnataka,Dharwad,Dharwad,None
C0461,Suresh Poojary,51,Karnataka,Hassan,Hassan,Gang_23
C0462,Devraj Pandit,38,Karnataka,Tumakuru,Tumakuru,Gang_45
C0463,Varun Shetty,20,Karnataka,Raichur,Raichur,None
C0464,Shivakumar Bhat,47,Karnataka,Mysuru,Mysuru,Gang_22
C0465,Madan Kotian,37,Karnataka,Vijayapura,Vijayapura,None
C0466,Devraj Lobo,55,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0467,Rajesh Bhat,36,Karnataka,Raichur,Raichur,Gang_10
C0468,Sachin Shekar,22,Karnataka,Kodagu,Kodagu,Gang_12
C0469,Abhishek Kulkarni,49,Karnataka,Tumakuru,Tumakuru,Gang_46
C0470,Karthik Kumar,23,Andhra Pradesh,Kodagu,Kodagu,Gang_46
C0471,Devraj Kamath,29,Karnataka,Shivamogga,Shivamogga,None
C0472,Umesh Udupa,42,Karnataka,Kalaburagi,Kalaburagi,Gang_6
C0473,Pradeep Pai,50,Karnataka,Shivamogga,Shivamogga,Gang_17
C0474,Akash Poojary,21,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0475,Pradeep Pinto,25,Karnataka,Koppal,Koppal,None
C0476,Varun Verma,60,Karnataka,Shivamogga,Shivamogga,Gang_6
C0477,Harsha Bairy,23,Karnataka,Kalaburagi,Kalaburagi,Gang_45
C0478,Sachin Patil,36,Karnataka,Dharwad,Dharwad,None
C0479,Sandeep Udupa,32,Tamil Nadu,Dharwad,Dharwad,None
C0480,Mohan Gowda,44,Karnataka,Shivamogga,Shivamogga,None
C0481,Jagannath Kunder,39,Karnataka,Tumakuru,Tumakuru,None
C0482,Anand Reddy,41,Maharashtra,Koppal,Koppal,None
C0483,Manoj D'Souza,26,Karnataka,Kalaburagi,Kalaburagi,Gang_3
C0484,Shankar Alva,49,Karnataka,Koppal,Koppal,None
C0485,Umesh Desai,33,Karnataka,Hassan,Hassan,None
C0486,Yash Pai,38,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0487,Krishna Mallya,21,Karnataka,Koppal,Koppal,None
C0488,Chirag Mallya,26,Karnataka,Tumakuru,Tumakuru,None
C0489,Nandakumar Ramesh,59,Telangana,Dharwad,Dharwad,None
C0490,Sunil Shet,49,Telangana,Tumakuru,Tumakuru,Gang_43
C0491,Anand Noronha,60,Karnataka,Vijayapura,Vijayapura,Gang_46
C0492,Manoj Kunder,24,Karnataka,Raichur,Raichur,None
C0493,Madan Naik,60,Karnataka,Hassan,Hassan,None
C0494,Chirag Bhat,60,Karnataka,Belagavi,Belagavi,None
C0495,Akash Lobo,41,Kerala,Bengaluru Rural,Bengaluru Rural,None
C0496,Jagannath Shetty,55,Tamil Nadu,Kodagu,Kodagu,Gang_39
C0497,Jagannath Ramesh,55,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_36
C0498,Bhaskar Rao,31,Karnataka,Raichur,Raichur,None
C0499,Ranjith Kunder,36,Karnataka,Raichur,Raichur,None
C0500,Shashank Mallya,29,Karnataka,Hassan,Hassan,Gang_46
C0501,Mithun Pai,46,Karnataka,Bidar,Bidar,Gang_35
C0502,Nandakumar Devadiga,23,Karnataka,Kodagu,Kodagu,None
C0503,Suresh Shettigar,23,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0504,Suresh Shanbhag,51,Karnataka,Vijayapura,Vijayapura,Gang_50
C0505,Nikhil Pujari,41,Karnataka,Shivamogga,Shivamogga,None
C0506,Kiran Shanbhag,20,Karnataka,Dharwad,Dharwad,None
C0507,Pradeep Alva,35,Telangana,Bengaluru Urban,Bengaluru Urban,None
C0508,Mahesh Naik,42,Karnataka,Kodagu,Kodagu,None
C0509,Akash Hegde,21,Karnataka,Mysuru,Mysuru,None
C0510,Manoj Reddy,57,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_36
C0511,Sunil Joshi,49,Karnataka,Mysuru,Mysuru,None
C0512,Anand Devadiga,40,Karnataka,Tumakuru,Tumakuru,None
C0513,Prakash Hegde,55,Karnataka,Bidar,Bidar,None
C0514,Devraj Hegde,23,Karnataka,Mysuru,Mysuru,None
C0515,Venkatesh Acharya,41,Karnataka,Kodagu,Kodagu,Gang_50
C0516,Bharath Udupa,44,Karnataka,Raichur,Raichur,None
C0517,Chirag Bollineni,30,Karnataka,Belagavi,Belagavi,None
C0518,Yash Kudva,52,Karnataka,Raichur,Raichur,None
C0519,Ramesh Kunder,54,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_50
C0520,Sandeep Gowda,48,Andhra Pradesh,Kodagu,Kodagu,None
C0521,Ashok Shekar,43,Karnataka,Raichur,Raichur,None
C0522,Harsha Bhat,38,Karnataka,Kalaburagi,Kalaburagi,None
C0523,Akhil Naik,51,Karnataka,Vijayapura,Vijayapura,None
C0524,Harsha Murthy,22,Karnataka,Dharwad,Dharwad,None
C0525,Gautham Kulkarni,38,Karnataka,Bidar,Bidar,None
C0526,Devraj Desai,40,Karnataka,Raichur,Raichur,None
C0527,Ganesh Alva,46,Karnataka,Koppal,Koppal,None
C0528,Pradeep Patil,58,Karnataka,Mysuru,Mysuru,Gang_48
C0529,Bhaskar Ramesh,26,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0530,Shashank Udupa,38,Maharashtra,Mysuru,Mysuru,Gang_8
C0531,Bhaskar Verma,33,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_6
C0532,Ashok Desai,39,Karnataka,Raichur,Raichur,None
C0533,Pavan Sharma,48,Karnataka,Belagavi,Belagavi,None
C0534,Ravi Alva,52,Karnataka,Raichur,Raichur,None
C0535,Umesh Shanbhag,51,Karnataka,Tumakuru,Tumakuru,Gang_41
C0536,Harish Kamath,23,Karnataka,Belagavi,Belagavi,Gang_30
C0537,Pavan Hegde,20,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_25
C0538,Bharath Shanbhag,30,Karnataka,Shivamogga,Shivamogga,None
C0539,Krishna Hegde,37,Karnataka,Tumakuru,Tumakuru,None
C0540,Manjunath Pinto,32,Karnataka,Ballari,Ballari,None
C0541,Sharath Acharya,57,Karnataka,Dharwad,Dharwad,None
C0542,Sharath Shekar,27,Karnataka,Shivamogga,Shivamogga,None
C0543,Bhaskar Fernandes,51,Karnataka,Tumakuru,Tumakuru,None
C0544,Manoj Naik,23,Karnataka,Tumakuru,Tumakuru,None
C0545,Nandakumar Kumar,24,Karnataka,Bidar,Bidar,Gang_18
C0546,Rakesh Noronha,39,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0547,Umesh Pujari,35,Karnataka,Dharwad,Dharwad,Gang_43
C0548,Mohan Mallya,30,Karnataka,Kalaburagi,Kalaburagi,Gang_41
C0549,Santosh Udupa,60,Karnataka,Ballari,Ballari,None
C0550,Akhil Bhat,41,Telangana,Mysuru,Mysuru,None
C0551,Aditya Kulkarni,54,Karnataka,Shivamogga,Shivamogga,Gang_14
C0552,Shashank Joshi,42,Karnataka,Hassan,Hassan,None
C0553,Anand Udupa,31,Andhra Pradesh,Ballari,Ballari,None
C0554,Rohit Shanbhag,33,Karnataka,Vijayapura,Vijayapura,Gang_13
C0555,Karthik Kunder,57,Karnataka,Mysuru,Mysuru,None
C0556,Kishore Shekar,20,Karnataka,Kalaburagi,Kalaburagi,None
C0557,Amith Kudva,26,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0558,Prakash Devadiga,46,Karnataka,Bidar,Bidar,Gang_42
C0559,Lokesh Reddy,33,Karnataka,Hassan,Hassan,Gang_39
C0560,Anil Mendonca,31,Karnataka,Tumakuru,Tumakuru,None
C0561,Ajay Shet,21,Karnataka,Shivamogga,Shivamogga,Gang_31
C0562,Ranjith Noronha,25,Karnataka,Bidar,Bidar,None
C0563,Ajay Pai,42,Karnataka,Belagavi,Belagavi,None
C0564,Bhaskar Adiga,37,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_34
C0565,Harsha Reddy,55,Karnataka,Vijayapura,Vijayapura,None
C0566,Mohan Kulkarni,34,Karnataka,Koppal,Koppal,Gang_16
C0567,Ajay Shettigar,25,Karnataka,Ballari,Ballari,None
C0568,Nagaraj Mallya,52,Telangana,Raichur,Raichur,None
C0569,Vinod Shetty,49,Karnataka,Koppal,Koppal,Gang_50
C0570,Deepak Kamath,48,Karnataka,Koppal,Koppal,None
C0571,Suresh Kumar,49,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0572,Aravind Pandit,52,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0573,Anand Adiga,35,Karnataka,Hassan,Hassan,None
C0574,Tejas Bollineni,53,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0575,Dinesh Naik,27,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_5
C0576,Deepak Shettigar,57,Karnataka,Mysuru,Mysuru,Gang_5
C0577,Sunil Moily,51,Karnataka,Raichur,Raichur,Gang_15
C0578,Jagannath D'Souza,31,Karnataka,Bidar,Bidar,Gang_4
C0579,Lohith Kudva,60,Karnataka,Tumakuru,Tumakuru,Gang_27
C0580,Dinesh Shettigar,45,Karnataka,Shivamogga,Shivamogga,None
C0581,Mahesh Acharya,40,Karnataka,Bengaluru Urban,Bengaluru Urban,Gang_14
C0582,Darshan Kamath,55,Karnataka,Tumakuru,Tumakuru,None
C0583,Chethan Noronha,28,Karnataka,Kodagu,Kodagu,None
C0584,Srinivas Kamath,38,Karnataka,Koppal,Koppal,None
C0585,Anil Kamath,33,Karnataka,Kalaburagi,Kalaburagi,None
C0586,Anil D'Souza,20,Karnataka,Tumakuru,Tumakuru,Gang_27
C0587,Girish Nayak,24,Kerala,Hassan,Hassan,None
C0588,Sunil Kudva,28,Karnataka,Belagavi,Belagavi,Gang_7
C0589,Aravind Hegde,27,Karnataka,Koppal,Koppal,None
C0590,Umesh Murthy,38,Karnataka,Vijayapura,Vijayapura,None
C0591,Suresh Mallya,60,Karnataka,Hassan,Hassan,Gang_13
C0592,Mohan Karkera,51,Karnataka,Mysuru,Mysuru,Gang_35
C0593,Sandeep Bhat,23,Karnataka,Shivamogga,Shivamogga,None
C0594,Ramesh Kamath,59,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0595,Nagaraj Noronha,26,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0596,Varun Bollineni,21,Kerala,Hassan,Hassan,None
C0597,Shashank Kotian,39,Karnataka,Vijayapura,Vijayapura,None
C0598,Manoj Pujari,44,Maharashtra,Shivamogga,Shivamogga,Gang_34
C0599,Vijay Shet,31,Karnataka,Koppal,Koppal,None
C0600,Akash Shet,24,Karnataka,Tumakuru,Tumakuru,None
C0601,Jagadish Bhat,53,Karnataka,Mysuru,Mysuru,Gang_38
C0602,Darshan Shekar,21,Karnataka,Mysuru,Mysuru,None
C0603,Darshan Kunder,58,Karnataka,Mysuru,Mysuru,None
C0604,Shashank Desai,42,Andhra Pradesh,Bengaluru Rural,Bengaluru Rural,None
C0605,Arun Moily,48,Karnataka,Ballari,Ballari,None
C0606,Vinod Noronha,23,Karnataka,Bidar,Bidar,None
C0607,Karthik Noronha,43,Karnataka,Kodagu,Kodagu,None
C0608,Madan Bhat,58,Karnataka,Vijayapura,Vijayapura,Gang_20
C0609,Ajay Sharma,51,Karnataka,Vijayapura,Vijayapura,Gang_12
C0610,Karthik D'Souza,24,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0611,Yogesh Salian,33,Karnataka,Raichur,Raichur,None
C0612,Yash Noronha,53,Karnataka,Ballari,Ballari,None
C0613,Aravind Poojary,20,Karnataka,Bidar,Bidar,None
C0614,Bhaskar Shetty,40,Karnataka,Raichur,Raichur,Gang_8
C0615,Ashok Devadiga,27,Tamil Nadu,Ballari,Ballari,None
C0616,Ravi Kudva,49,Karnataka,Ballari,Ballari,None
C0617,Venkatesh D'Souza,42,Karnataka,Raichur,Raichur,Gang_18
C0618,Harsha Kumar,50,Karnataka,Vijayapura,Vijayapura,None
C0619,Rajesh Kulkarni,38,Karnataka,Ballari,Ballari,None
C0620,Sharath Hegde,43,Karnataka,Kalaburagi,Kalaburagi,Gang_45
C0621,Nikhil Kudva,21,Karnataka,Bidar,Bidar,None
C0622,Karthik Nayak,20,Karnataka,Shivamogga,Shivamogga,Gang_42
C0623,Gautham Naik,50,Karnataka,Koppal,Koppal,None
C0624,Karthik Shetty,25,Karnataka,Vijayapura,Vijayapura,None
C0625,Sachin Suvarna,21,Andhra Pradesh,Mysuru,Mysuru,None
C0626,Yash Mendonca,20,Karnataka,Belagavi,Belagavi,None
C0627,Ashok Bhat,22,Karnataka,Mysuru,Mysuru,None
C0628,Santosh Rai,55,Karnataka,Hassan,Hassan,None
C0629,Raghav Shettigar,45,Andhra Pradesh,Kalaburagi,Kalaburagi,Gang_34
C0630,Devraj Kotian,36,Maharashtra,Mysuru,Mysuru,None
C0631,Ramesh Adiga,25,Karnataka,Kodagu,Kodagu,None
C0632,Rohit Shet,42,Karnataka,Dharwad,Dharwad,None
C0633,Ramesh Salian,51,Telangana,Mysuru,Mysuru,None
C0634,Ashok Poojary,57,Karnataka,Dharwad,Dharwad,Gang_49
C0635,Mukesh Bhat,48,Karnataka,Kalaburagi,Kalaburagi,None
C0636,Naveen Bangera,35,Karnataka,Ballari,Ballari,None
C0637,Nithin Ramesh,59,Karnataka,Ballari,Ballari,None
C0638,Krishna Fernandes,36,Karnataka,Koppal,Koppal,None
C0639,Anand Nayak,28,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0640,Akhil Hegde,56,Karnataka,Kalaburagi,Kalaburagi,None
C0641,Rajesh Udupa,33,Karnataka,Kodagu,Kodagu,Gang_50
C0642,Chirag Kulkarni,54,Karnataka,Mysuru,Mysuru,None
C0643,Arun D'Souza,40,Karnataka,Shivamogga,Shivamogga,None
C0644,Rohit Moily,22,Karnataka,Ballari,Ballari,None
C0645,Pavan Ramesh,32,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0646,Chethan Desai,54,Karnataka,Tumakuru,Tumakuru,Gang_19
C0647,Pradeep Acharya,22,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0648,Anoop Karkera,58,Karnataka,Koppal,Koppal,None
C0649,Vinod Pinto,51,Karnataka,Kalaburagi,Kalaburagi,None
C0650,Venkatesh Murthy,38,Karnataka,Shivamogga,Shivamogga,None
C0651,Vinod Poojary,23,Karnataka,Tumakuru,Tumakuru,Gang_2
C0652,Shankar Rao,21,Karnataka,Raichur,Raichur,Gang_13
C0653,Dinesh Sharma,34,Tamil Nadu,Hassan,Hassan,None
C0654,Krishna Sharma,30,Karnataka,Vijayapura,Vijayapura,Gang_14
C0655,Vinod Karkera,45,Karnataka,Ballari,Ballari,None
C0656,Bharath Kulkarni,28,Karnataka,Koppal,Koppal,None
C0657,Chirag Karkera,34,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0658,Sachin Alva,51,Karnataka,Raichur,Raichur,Gang_20
C0659,Srinivas Pandit,60,Karnataka,Shivamogga,Shivamogga,None
C0660,Shashank Bollineni,46,Karnataka,Koppal,Koppal,Gang_30
C0661,Gopal Noronha,29,Karnataka,Ballari,Ballari,None
C0662,Rakesh Reddy,34,Maharashtra,Dharwad,Dharwad,None
C0663,Vikas Moily,26,Karnataka,Vijayapura,Vijayapura,None
C0664,Bharath Poojary,46,Karnataka,Kalaburagi,Kalaburagi,None
C0665,Anand Pinto,22,Andhra Pradesh,Shivamogga,Shivamogga,None
C0666,Manjunath Kulkarni,59,Karnataka,Ballari,Ballari,Gang_29
C0667,Nagaraj Pinto,28,Karnataka,Ballari,Ballari,Gang_13
C0668,Mohan Kumar,54,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0669,Ramesh Karkera,30,Karnataka,Raichur,Raichur,None
C0670,Umesh Mendonca,49,Karnataka,Raichur,Raichur,None
C0671,Tarun Poojary,40,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0672,Kiran Reddy,54,Karnataka,Hassan,Hassan,Gang_40
C0673,Akhil Nayak,25,Karnataka,Hassan,Hassan,Gang_12
C0674,Manjunath Shekar,24,Andhra Pradesh,Vijayapura,Vijayapura,None
C0675,Manoj Mallya,33,Kerala,Vijayapura,Vijayapura,None
C0676,Sachin Hegde,33,Karnataka,Tumakuru,Tumakuru,None
C0677,Akhil Gowda,42,Karnataka,Tumakuru,Tumakuru,None
C0678,Pranav Suvarna,34,Karnataka,Kalaburagi,Kalaburagi,None
C0679,Pavan Udupa,31,Karnataka,Bidar,Bidar,None
C0680,Ramesh Devadiga,60,Karnataka,Bidar,Bidar,None
C0681,Lokesh Devadiga,57,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_39
C0682,Pranav Poojary,28,Karnataka,Raichur,Raichur,None
C0683,Harish Joshi,24,Karnataka,Bengaluru Urban,Bengaluru Urban,None
C0684,Harsha Shettigar,30,Maharashtra,Ballari,Ballari,Gang_39
C0685,Pranav Rai,34,Karnataka,Kodagu,Kodagu,None
C0686,Ranjith Alva,58,Karnataka,Bidar,Bidar,Gang_48
C0687,Abhishek Murthy,57,Kerala,Bidar,Bidar,Gang_20
C0688,Rajesh Devadiga,53,Karnataka,Shivamogga,Shivamogga,Gang_24
C0689,Vijay Bairy,43,Karnataka,Bengaluru Rural,Bengaluru Rural,Gang_28
C0690,Rajesh Bangera,44,Karnataka,Vijayapura,Vijayapura,Gang_37
C0691,Rohit Fernandes,38,Karnataka,Hassan,Hassan,None
C0692,Amith Pandit,46,Karnataka,Hassan,Hassan,None
C0693,Ajay Shanbhag,50,Telangana,Shivamogga,Shivamogga,Gang_31
C0694,Amith Ramesh,24,Karnataka,Dharwad,Dharwad,None
C0695,Umesh Sharma,25,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0696,Shashank Reddy,20,Karnataka,Mysuru,Mysuru,Gang_10
C0697,Pavan Rai,47,Karnataka,Koppal,Koppal,None
C0698,Abhishek Shekar,57,Karnataka,Vijayapura,Vijayapura,Gang_39
C0699,Vijay Kulkarni,48,Karnataka,Bengaluru Rural,Bengaluru Rural,None
C0700,Manoj Shettigar,47,Karnataka,Belagavi,Belagavi,None
C0701,Nithin Kudva,53,Karnataka,Koppal,Koppal,None
C0702,Shivakumar Shanbhag,36,Karnataka,Bidar,Bidar,Gang_32
C0703,Sharath Noronha,36,Karnataka,Koppal,Koppal,Gang_13
C0704,Lokesh Ramesh,32,Karnataka,Kalaburagi,Kalaburagi,Gang_40
C0705,Pranav Shet,59,Karnataka,Ballari,Ballari,None
C0706,Umesh Shet,20,Karnataka,Vijayapura,Vijayapura,None
C0707,Tarun Ramesh,25,Karnataka,Ballari,Ballari,Gang_11
C0708,Abhishek Noronha,52,Andhra Pradesh,Vijayapura,Vijayapura,Gang_6
C0709,Kishore Hegde,31,Karnataka,Belagavi,Belagavi,None
C0710,Amith Naik,44,Karnataka,Vijayapura,Vijayapura,None
C0711,Suresh Kamath,28,Karnataka,Mysuru,Mysuru,None
C0712,Raghav Rai,27,Karnataka,Dharwad,Dharwad,Gang_18
C0713,Sandeep Mendonca,24,Telangana,Bengaluru Urban,Bengaluru Urban,Gang_20
C0714,Gautham Ramesh,30,Karnataka,Raichur,Raichur,None
C0715,Shashank Shetty,44,Karnataka,Vijayapura,Vijayapura,Gang_20
C0716,Ashok D'Souza,32,Karnataka,Dharwad,Dharwad,Gang_29
C0717,Kiran D'Souza,36,Karnataka,Shivamogga,Shivamogga,None
C0718,Varun Ramesh,54,Karnataka,Dharwad,Dharwad,None
C0719,Mithun Shetty,24,Karnataka,Tumakuru,Tumakuru,Gang_4
C0720,Kiran Devadiga,43,Karnataka,Shivamogga,Shivamogga,None
C0721,Sharath Kumar,35,Karnataka,Mysuru,Mysuru,None
C0722,Pranav Sharma,53,Karnataka,Raichur,Raichur,Gang_49
C0723,Yogesh Moily,44,Telangana,Mysuru,Mysuru,Gang_17
C0724,Gopal Shet,29,Karnataka,Vijayapura,Vijayapura,None
C0725,Nikhil Noronha,25,Karnataka,Hassan,Hassan,None
C0726,Chirag Gowda,27,Karnataka,Koppal,Koppal,None
C0727,Nithin Gowda,30,Maharashtra,Kodagu,Kodagu,Gang_38
C0728,Bhaskar Pujari,51,Karnataka,Shivamogga,Shivamogga,Gang_10
C0729,Shankar Mallya,24,Karnataka,Raichur,Raichur,None
C0730,Nikhil Gowda,34,Karnataka,Ballari,Ballari,None
C0731,Sharath Devadiga,58,Telangana,Belagavi,Belagavi,None
C0732,Venkatesh Rao,57,Karnataka,Hassan,Hassan,None
C0733,Harish Gowda,49,Karnataka,Belagavi,Belagavi,Gang_49
C0734,Chirag Bangera,24,Karnataka,Kodagu,Kodagu,Gang_5
C0735,Tarun Kotian,47,Karnataka,Raichur,Raichur,None
C0736,Gopal Pandit,35,Karnataka,Mysuru,Mysuru,None
C0737,Arun Verma,29,Karnataka,Koppal,Koppal,None
C0738,Mohan Bairy,55,Karnataka,Dharwad,Dharwad,None
C0739,Anoop Reddy,47,Karnataka,Kodagu,Kodagu,None
C0740,Hemant Desai,39,Tamil Nadu,Mysuru,Mysuru,Gang_5
C0741,Sunil Poojary,30,Karnataka,Raichur,Raichur,Gang_19
