crime_id,criminal_id,criminal_name,gang_id,district,city,police_station,crime_type,latitude,longitude,date,severity,status
CR003465,C0282,Nagaraj D'Souza,,Hubballi-Dharwad,Navanagar,Navanagar PS,Drug Offense,15.573791,74.840524,2024-11-29,medium,open
CR003466,C0282,Nagaraj D'Souza,,Ballari,Sandur,Sandur Rural PS,Domestic Violence,14.964403,76.858118,2024-08-14,medium,open
CR003467,C0282,Nagaraj D'Souza,,Kolar,Bangarapet,Bangarapet Town PS,Burglary,13.040049,78.421921,2023-05-23,low,investigating
CR003468,C0282,Nagaraj D'Souza,,Udupi,Kundapura,Byndoor PS,Burglary,13.302065,75.015169,2024-09-20,low,open
CR003469,C0282,Nagaraj D'Souza,,Chikkamagaluru,Tarikere,Tarikere Rural PS,Kidnapping,13.261811,75.564551,2024-07-22,medium,investigating
CR003470,C0282,Nagaraj D'Souza,,Haveri,Ranebennur,Ranebennur PS,Vehicle Theft,14.964759,75.336451,2023-05-10,low,closed
CR003471,C0282,Nagaraj D'Souza,,Kalaburagi,Kalaburagi City,Brahmapur PS,Burglary,17.201092,76.717302,2024-08-26,medium,open
CR003472,C0282,Nagaraj D'Souza,,Shivamogga,Shivamogga City,Shivamogga City Traffic PS,Cybercrime,14.154867,75.741085,2024-01-20,medium,investigating
CR003473,C0283,Manjunath Karkera,,Udupi,Karkala,Ajekar PS,Fraud,13.2083,74.915778,2023-02-13,medium,investigating
CR003474,C0283,Manjunath Karkera,,Bengaluru Urban,Whitefield,Varthur PS,Drug Offense,13.082013,77.441621,2023-05-11,low,investigating
CR003475,C0283,Manjunath Karkera,,Mandya,Maddur,Maddur Rural PS,Domestic Violence,12.766729,77.030698,2024-12-11,low,investigating
CR003476,C0283,Manjunath Karkera,,Haveri,Haveri,Haveri Town PS,Mobile Theft,14.683415,75.696199,2024-09-11,low,investigating
CR003477,C0283,Manjunath Karkera,,Uttara Kannada,Karwar,Bazar PS,Murder,14.888035,74.476324,2023-01-26,medium,closed
CR003478,C0283,Manjunath Karkera,,Haveri,Savanur,Savanur Town PS,Vehicle Theft,14.983471,75.675041,2023-07-01,low,investigating
CR003479,C0283,Manjunath Karkera,,Chamarajanagar,Chamarajanagar,Chamarajanagar PS,Murder,12.216847,77.074275,2023-01-18,low,investigating
CR003480,C0283,Manjunath Karkera,,Hassan,Arsikere,Arsikere Rural PS,Drug Offense,13.218818,76.0387,2024-08-29,low,open
CR003481,C0283,Manjunath Karkera,,Kodagu,Somwarpet,Somwarpet PS,Assault,12.52538,75.832821,2023-11-09,medium,open
CR003482,C0283,Manjunath Karkera,,Ramanagara,Ramanagara,Ramanagara Traffic PS,Chain Snatching,12.648874,76.989304,2023-05-15,low,closed
CR003483,C0284,Shivakumar Mallya,,Yadgir,Yadgir City,Yadgir City Traffic PS,Robbery,17.021648,77.231563,2023-05-14,low,investigating
CR003484,C0284,Shivakumar Mallya,,Mysuru,Hunsur,Bilikere PS,Burglary,12.039927,76.520177,2024-04-23,high,open
CR003485,C0284,Shivakumar Mallya,,Belagavi,Belagavi City,Market PS,Assault,16.056769,74.384721,2023-12-26,medium,open
CR003486,C0284,Shivakumar Mallya,,Hubballi-Dharwad,Dharwad,Sub Urban PS,Burglary,15.317336,75.011666,2024-04-30,low,closed
CR003487,C0284,Shivakumar Mallya,,Davangere,Honnali,Honnali PS,Fraud,14.347481,76.105411,2023-03-20,medium,investigating
CR003488,C0284,Shivakumar Mallya,,Yadgir,Yadgir City,Yadgir City Town PS,Drug Offense,16.566978,77.262197,2023-06-23,medium,investigating
CR003489,C0284,Shivakumar Mallya,,Raichur,Raichur City,Raichur PS,Land Dispute,15.917207,77.071743,2023-08-08,medium,investigating
CR003490,C0284,Shivakumar Mallya,,Mysuru,Mysuru City,Devaraja PS,Vehicle Theft,12.07786,76.542955,2024-09-11,medium,open
CR003491,C0285,Deepak Kotian,Gang_30,Mysuru,Mysuru City,Lakshmipuram PS,Robbery,12.035025,76.874545,2023-01-20,medium,investigating
CR003492,C0285,Deepak Kotian,Gang_30,Bidar,Basavakalyan,Basavakalyan PS,Burglary,17.790364,77.334875,2024-12-02,low,closed
CR003493,C0285,Deepak Kotian,Gang_30,Hassan,Sakleshpur,Sakleshpur PS,Theft,13.003476,75.97103,2024-01-30,medium,closed
CR003494,C0285,Deepak Kotian,Gang_30,Belagavi,Belagavi City,Tilakwadi PS,Land Dispute,15.585238,74.688588,2024-04-03,medium,open
CR003495,C0285,Deepak Kotian,Gang_30,Mysuru,Hunsur,Bilikere PS,Theft,12.352418,76.930446,2024-07-10,medium,closed
CR003496,C0285,Deepak Kotian,Gang_30,Ballari,Ballari City,Cowl Bazaar PS,Mobile Theft,15.075114,77.021678,2024-10-31,low,closed
CR003497,C0285,Deepak Kotian,Gang_30,Ramanagara,Kanakapura,Kanakapura Rural PS,Mobile Theft,12.788919,77.48783,2024-12-08,low,closed
CR003498,C0285,Deepak Kotian,Gang_30,Kolar,Kolar,Kolar Traffic PS,Cybercrime,13.215232,78.202505,2023-04-09,high,closed
CR003499,C0285,Deepak Kotian,Gang_30,Hubballi-Dharwad,Dharwad,Dharwad Town PS,Mobile Theft,15.433003,75.102903,2024-02-25,medium,investigating
CR003500,C0285,Deepak Kotian,Gang_30,Gadag,Ron,Ron Town PS,Domestic Violence,15.366658,75.423173,2024-12-01,medium,investigating
CR003501,C0286,Manjunath Verma,,Shivamogga,Sagara,Anandapura PS,Burglary,13.832118,75.320805,2024-04-06,medium,closed
CR003502,C0286,Manjunath Verma,,Hubballi-Dharwad,Hubballi,Old Hubballi PS,Land Dispute,15.313806,75.369277,2024-09-02,low,closed
CR003503,C0286,Manjunath Verma,,Gadag,Ron,Ron PS,Murder,15.497146,75.759936,2024-03-04,high,investigating
CR003504,C0286,Manjunath Verma,,Yadgir,Gurmitkal,Gurmitkal Town PS,Theft,16.866305,76.970654,2023-11-27,high,closed
CR003505,C0286,Manjunath Verma,,Vijayapura,Sindagi,Sindagi PS,Robbery,17.0687,75.998856,2023-10-27,low,investigating
CR003506,C0287,Krishna Poojary,Gang_20,Shivamogga,Bhadravati,Bhadravati PS,Vehicle Theft,14.217803,75.75688,2023-02-22,high,investigating
CR003507,C0287,Krishna Poojary,Gang_20,Mangaluru,Ullal,Kotekar PS,Vehicle Theft,13.044713,74.708204,2024-10-23,low,open
CR003508,C0287,Krishna Poojary,Gang_20,Ramanagara,Magadi,Magadi Rural PS,Robbery,12.723352,77.183066,2024-01-20,medium,open
CR003509,C0287,Krishna Poojary,Gang_20,Mysuru,Mysuru City,Nazarbad PS,Fraud,12.131812,76.832516,2024-07-12,medium,investigating
CR003510,C0287,Krishna Poojary,Gang_20,Hubballi-Dharwad,Dharwad,Dharwad Traffic PS,Cybercrime,15.187733,75.24589,2024-07-08,medium,investigating
CR003511,C0287,Krishna Poojary,Gang_20,Kalaburagi,Sedam,Sedam PS,Chain Snatching,17.191811,76.749678,2024-10-23,low,open
CR003512,C0287,Krishna Poojary,Gang_20,Ramanagara,Kanakapura,Kanakapura PS,Murder,12.761549,77.361306,2023-01-29,high,investigating
CR003513,C0287,Krishna Poojary,Gang_20,Mangaluru,Surathkal,Surathkal PS,Land Dispute,12.622459,74.750961,2023-07-18,medium,investigating
CR003514,C0287,Krishna Poojary,Gang_20,Mysuru,Hunsur,Hunsur PS,Fraud,12.070941,76.363507,2024-04-14,high,closed
CR003515,C0287,Krishna Poojary,Gang_20,Mandya,Maddur,Maddur Rural PS,Cybercrime,12.352406,76.985287,2024-04-25,high,closed
CR003516,C0287,Krishna Poojary,Gang_20,Davangere,Harihar,Harihar Town PS,Land Dispute,14.243393,75.838423,2023-09-06,medium,investigating
CR003517,C0288,Vinod Udupa,,Kolar,Bangarapet,Bangarapet PS,Land Dispute,12.895005,78.207686,2023-01-12,low,closed
CR003518,C0288,Vinod Udupa,,Chitradurga,Hiriyur,Hiriyur Town PS,Robbery,14.514091,76.28104,2024-02-02,medium,open
CR003519,C0288,Vinod Udupa,,Belagavi,Belagavi City,Tilakwadi PS,Kidnapping,15.758787,74.224206,2024-11-04,low,closed
CR003520,C0288,Vinod Udupa,,Bengaluru Rural,Devanahalli,Vijayapura PS,Kidnapping,12.939216,77.257804,2023-06-21,medium,investigating
CR003521,C0288,Vinod Udupa,,Uttara Kannada,Bhatkal,Bhatkal PS,Assault,14.737795,74.448343,2024-10-12,low,closed
CR003522,C0289,Shankar Noronha,,Chamarajanagar,Gundlupet,Gundlupet Rural PS,Vehicle Theft,11.995129,77.193537,2024-11-21,low,investigating
CR003523,C0289,Shankar Noronha,,Bengaluru Rural,Doddaballapura,Doddaballapura Town PS,Robbery,13.255852,77.37145,2024-06-02,medium,closed
CR003524,C0289,Shankar Noronha,,Uttara Kannada,Bhatkal,Bhatkal Town PS,Cybercrime,15.016795,74.527194,2023-11-09,low,open
CR003525,C0289,Shankar Noronha,,Kodagu,Madikeri,Madikeri Rural PS,Drug Offense,12.261882,76.029582,2024-02-08,low,investigating
CR003526,C0289,Shankar Noronha,,Davangere,Davangere City,KTJ Nagar PS,Fraud,14.29838,76.09839,2023-06-03,low,closed
CR003527,C0289,Shankar Noronha,,Chamarajanagar,Chamarajanagar,Chamarajanagar PS,Kidnapping,11.823395,77.027499,2023-06-06,high,open
CR003528,C0289,Shankar Noronha,,Udupi,Karkala,Hebri PS,Domestic Violence,13.58507,74.8764,2023-01-13,medium,open
CR003529,C0289,Shankar Noronha,,Davangere,Harihar,Harihar PS,Mobile Theft,14.740207,75.980348,2023-09-22,low,closed
CR003530,C0289,Shankar Noronha,,Dakshina Kannada,Bantwal,Bantwal PS,Assault,13.024551,75.207154,2024-06-05,low,investigating
CR003531,C0289,Shankar Noronha,,Bidar,Basavakalyan,Basavakalyan Town PS,Cybercrime,18.000569,77.672179,2024-06-08,low,open
CR003532,C0289,Shankar Noronha,,Ballari,Sandur,Sandur PS,Fraud,15.351987,76.803814,2024-01-03,low,investigating
CR003533,C0289,Shankar Noronha,,Yadgir,Yadgir City,Yadgir City Traffic PS,Cybercrime,16.819692,76.913025,2023-10-01,medium,investigating
CR003534,C0289,Shankar Noronha,,Bengaluru Rural,Devanahalli,Devanahalli PS,Cybercrime,13.404489,77.492632,2023-08-28,low,investigating
CR003535,C0289,Shankar Noronha,,Koppal,Koppal City,Koppal City Town PS,Mobile Theft,15.314718,76.125857,2024-11-29,low,open
CR003536,C0289,Shankar Noronha,,Yadgir,Yadgir City,Yadgir PS,Burglary,16.988672,77.25843,2024-01-30,medium,closed
CR003537,C0289,Shankar Noronha,,Chitradurga,Hosadurga,Hosadurga Rural PS,Domestic Violence,14.253631,76.271245,2023-08-20,medium,closed
CR003538,C0289,Shankar Noronha,,Mandya,Mandya,Mandya Town PS,Fraud,12.67546,76.9638,2023-04-01,medium,investigating
CR003539,C0290,Akash Murthy,,Bidar,Basavakalyan,Basavakalyan Town PS,Assault,17.88872,77.799716,2024-07-24,low,investigating
CR003540,C0290,Akash Murthy,,Kalaburagi,Sedam,Sedam PS,Chain Snatching,17.446485,76.915321,2024-11-07,medium,open
CR003541,C0290,Akash Murthy,,Bengaluru Urban,Yelahanka,Yelahanka New Town PS,Robbery,13.127896,77.300267,2023-10-24,low,investigating
CR003542,C0290,Akash Murthy,,Gadag,Gadag,Gadag Town PS,Domestic Violence,15.687863,75.370298,2024-05-03,low,open
CR003543,C0290,Akash Murthy,,Mysuru,Nanjangud,Nanjangud Rural PS,Kidnapping,12.147584,76.623543,2023-04-28,low,open
CR003544,C0290,Akash Murthy,,Bidar,Bhalki,Bhalki Rural PS,Theft,18.103285,77.407108,2023-09-17,low,closed
CR003545,C0290,Akash Murthy,,Vijayapura,Sindagi,Sindagi Rural PS,Land Dispute,16.982705,75.825562,2024-06-04,low,closed
CR003546,C0291,Aditya Salian,,Vijayapura,Vijayapura City,Gandhi Chowk PS,Murder,16.799194,75.670489,2024-01-09,medium,investigating
CR003547,C0291,Aditya Salian,,Kolar,Bangarapet,Bangarapet PS,Land Dispute,13.058009,78.38101,2024-01-23,low,investigating
CR003548,C0291,Aditya Salian,,Shivamogga,Sagara,Anandapura PS,Theft,13.89254,75.38814,2023-03-08,medium,closed
CR003549,C0291,Aditya Salian,,Dakshina Kannada,Bantwal,Bantwal Rural PS,Burglary,13.065038,75.190054,2024-05-29,low,investigating
CR003550,C0291,Aditya Salian,,Davangere,Davangere City,Davangere City Traffic PS,Burglary,14.213727,76.20836,2024-04-05,medium,closed
CR003551,C0291,Aditya Salian,,Gadag,Gadag,Gadag Traffic PS,Kidnapping,15.264759,75.862988,2023-08-31,medium,closed
CR003552,C0291,Aditya Salian,,Yadgir,Yadgir City,Yadgir City Town PS,Domestic Violence,16.681583,77.363018,2024-05-10,low,closed
CR003553,C0291,Aditya Salian,,Mandya,Maddur,Maddur Town PS,Domestic Violence,12.258724,76.977321,2024-12-17,low,open
CR003554,C0291,Aditya Salian,,Shivamogga,Bhadravati,Old Town PS,Fraud,13.850422,75.662593,2024-08-16,medium,investigating
CR003555,C0291,Aditya Salian,,Belagavi,Gokak,Gokak Traffic PS,Mobile Theft,15.824581,74.269429,2023-12-21,high,investigating
CR003556,C0291,Aditya Salian,,Gadag,Mundargi,Mundargi Town PS,Mobile Theft,15.186745,75.778206,2024-01-15,low,open
CR003557,C0291,Aditya Salian,,Tumakuru,Tiptur,Tiptur PS,Theft,13.437461,77.31984,2023-05-13,low,closed
CR003558,C0291,Aditya Salian,,Belagavi,Gokak,Gokak Rural PS,Vehicle Theft,15.950154,74.681249,2024-10-25,low,closed
CR003559,C0291,Aditya Salian,,Belagavi,Belagavi City,Tilakwadi PS,Kidnapping,15.80785,74.740077,2024-03-25,low,investigating
CR003560,C0291,Aditya Salian,,Raichur,Sindhanur,Sindhanur Rural PS,Drug Offense,16.203263,77.255195,2023-03-15,medium,investigating
CR003561,C0291,Aditya Salian,,Mysuru,Mysuru City,Nazarbad PS,Land Dispute,12.363291,76.878433,2023-12-05,medium,open
CR003562,C0291,Aditya Salian,,Belagavi,Chikodi,Chikodi Rural PS,Drug Offense,15.583244,74.535489,2024-01-18,low,investigating
CR003563,C0292,Yogesh Alva,Gang_40,Chikkamagaluru,Tarikere,Tarikere PS,Chain Snatching,13.133284,75.653589,2023-04-06,medium,investigating
CR003564,C0292,Yogesh Alva,Gang_40,Hubballi-Dharwad,Navanagar,Navanagar Rural PS,Kidnapping,15.233788,74.941518,2024-05-23,medium,investigating
CR003565,C0292,Yogesh Alva,Gang_40,Chikkaballapura,Bagepalli,Bagepalli PS,Land Dispute,13.291566,77.519833,2024-05-16,low,closed
CR003566,C0292,Yogesh Alva,Gang_40,Hassan,Arsikere,Arsikere Town PS,Drug Offense,12.922988,75.846652,2024-10-30,low,closed
CR003567,C0292,Yogesh Alva,Gang_40,Vijayapura,Sindagi,Sindagi Town PS,Fraud,16.970912,75.741265,2023-11-25,medium,investigating
CR003568,C0293,Krishna Rao,,Ramanagara,Kanakapura,Kanakapura Town PS,Drug Offense,12.897359,77.530513,2023-08-30,medium,investigating
CR003569,C0293,Krishna Rao,,Mysuru,Mysuru City,Devaraja PS,Drug Offense,12.191556,76.442354,2023-01-24,medium,open
CR003570,C0293,Krishna Rao,,Yadgir,Gurmitkal,Gurmitkal Rural PS,Domestic Violence,16.681378,77.407406,2024-02-25,low,open
CR003571,C0293,Krishna Rao,,Shivamogga,Sagara,Sagara PS,Fraud,14.051845,75.46085,2023-05-12,medium,open
CR003572,C0293,Krishna Rao,,Udupi,Karkala,Hebri PS,Land Dispute,13.211195,74.834923,2024-02-05,low,open
CR003573,C0293,Krishna Rao,,Uttara Kannada,Karwar,Karwar Traffic PS,Cybercrime,15.006475,74.935088,2023-04-11,low,open
CR003574,C0293,Krishna Rao,,Belagavi,Gokak,Gokak Rural PS,Kidnapping,16.103985,74.668332,2023-09-04,medium,open
CR003575,C0293,Krishna Rao,,Bengaluru Rural,Nelamangala,Nelamangala PS,Drug Offense,13.483454,77.159207,2024-03-13,medium,investigating
CR003576,C0293,Krishna Rao,,Vijayapura,Indi,Indi Town PS,Domestic Violence,16.667973,75.741627,2023-04-26,low,investigating
CR003577,C0293,Krishna Rao,,Tumakuru,Madhugiri,Madhugiri Town PS,Fraud,13.371855,77.293043,2023-03-14,low,closed
CR003578,C0293,Krishna Rao,,Bidar,Bhalki,Bhalki Town PS,Mobile Theft,17.650751,77.300813,2024-05-03,low,investigating
CR003579,C0293,Krishna Rao,,Yadgir,Gurmitkal,Gurmitkal Rural PS,Assault,16.875623,76.966252,2024-12-30,low,investigating
CR003580,C0293,Krishna Rao,,Vijayapura,Sindagi,Sindagi Town PS,Mobile Theft,16.913175,75.98623,2023-10-02,high,closed
CR003581,C0293,Krishna Rao,,Mandya,Mandya,Mandya Traffic PS,Land Dispute,12.555157,76.765077,2024-04-11,medium,closed
CR003582,C0293,Krishna Rao,,Yadgir,Shahapur,Shahapur PS,Land Dispute,16.980211,76.849158,2024-11-27,medium,open
CR003583,C0293,Krishna Rao,,Yadgir,Gurmitkal,Gurmitkal PS,Burglary,16.833746,77.089514,2024-11-22,low,open
CR003584,C0293,Krishna Rao,,Mandya,Mandya,Mandya PS,Cybercrime,12.721255,77.01378,2024-06-10,medium,closed
CR003585,C0293,Krishna Rao,,Kolar,Kolar,Kolar PS,Cybercrime,13.34611,78.045589,2023-11-06,low,closed
CR003586,C0294,Ravi Kumar,Gang_22,Shivamogga,Shivamogga City,Vinobanagar PS,Burglary,13.76547,75.715773,2024-11-16,low,investigating
CR003587,C0294,Ravi Kumar,Gang_22,Chamarajanagar,Kollegal,Kollegal Town PS,Assault,11.707859,76.692168,2024-03-08,medium,closed
CR003588,C0294,Ravi Kumar,Gang_22,Hubballi-Dharwad,Navanagar,Navanagar PS,Fraud,15.237848,74.966283,2023-09-18,high,investigating
CR003589,C0294,Ravi Kumar,Gang_22,Bengaluru Urban,Yelahanka,Yelahanka PS,Kidnapping,12.922768,77.71983,2024-03-06,low,investigating
CR003590,C0294,Ravi Kumar,Gang_22,Ballari,Sandur,Sandur PS,Assault,14.912363,76.864016,2023-09-23,high,open
CR003591,C0294,Ravi Kumar,Gang_22,Mangaluru,Surathkal,Surathkal PS,Theft,13.213848,75.092978,2023-11-09,medium,open
CR003592,C0294,Ravi Kumar,Gang_22,Vijayapura,Sindagi,Sindagi Rural PS,Vehicle Theft,17.024698,75.70565,2024-06-22,low,open
CR003593,C0294,Ravi Kumar,Gang_22,Hassan,Hassan City,Hassan PS,Assault,13.235977,76.031671,2023-07-03,medium,closed
CR003594,C0294,Ravi Kumar,Gang_22,Bengaluru Urban,Yelahanka,Yelahanka New Town PS,Fraud,12.8082,77.503324,2023-09-02,low,investigating
CR003595,C0294,Ravi Kumar,Gang_22,Yadgir,Shahapur,Shahapur Town PS,Chain Snatching,16.697378,77.316349,2023-05-25,low,closed
CR003596,C0294,Ravi Kumar,Gang_22,Davangere,Harihar,Harihar PS,Murder,14.256689,76.099708,2024-11-28,medium,open
CR003597,C0294,Ravi Kumar,Gang_22,Hubballi-Dharwad,Hubballi,Old Hubballi PS,Vehicle Theft,15.511983,75.34893,2023-11-30,medium,closed
CR003598,C0294,Ravi Kumar,Gang_22,Bengaluru Urban,Yelahanka,Attur PS,Chain Snatching,13.24476,77.707999,2023-08-27,low,closed
CR003599,C0294,Ravi Kumar,Gang_22,Bengaluru Urban,Yelahanka,Yelahanka New Town PS,Cybercrime,12.95066,77.845207,2023-03-01,low,investigating
CR003600,C0295,Pavan Bhat,,Belagavi,Chikodi,Chikodi PS,Land Dispute,16.061305,74.288122,2024-11-26,low,open
CR003601,C0295,Pavan Bhat,,Ballari,Sandur,Sandur PS,Assault,14.884698,76.785319,2023-11-03,low,closed
CR003602,C0295,Pavan Bhat,,Hassan,Sakleshpur,Sakleshpur PS,Vehicle Theft,12.852587,75.984898,2024-07-20,low,open
CR003603,C0295,Pavan Bhat,,Chikkaballapura,Bagepalli,Bagepalli Town PS,Theft,13.230677,77.930139,2023-02-02,medium,open
CR003604,C0295,Pavan Bhat,,Vijayapura,Vijayapura City,Adarsh Nagar PS,Assault,16.930353,75.493011,2024-07-21,low,investigating
CR003605,C0295,Pavan Bhat,,Hubballi-Dharwad,Hubballi,Vidyanagar PS,Chain Snatching,15.420937,75.27778,2024-12-10,low,open
CR003606,C0295,Pavan Bhat,,Chikkamagaluru,Tarikere,Tarikere PS,Fraud,13.078873,76.000638,2023-10-27,high,open
CR003607,C0295,Pavan Bhat,,Tumakuru,Tiptur,Tiptur Rural PS,Chain Snatching,13.28507,76.975424,2024-11-07,low,closed
CR003608,C0295,Pavan Bhat,,Bengaluru Urban,Koramangala,Madiwala PS,Murder,12.866741,77.63866,2023-02-26,medium,closed
CR003609,C0295,Pavan Bhat,,Udupi,Kundapura,Byndoor PS,Murder,13.551081,74.590309,2023-10-03,medium,open
CR003610,C0295,Pavan Bhat,,Kolar,Malur,Malur Town PS,Theft,13.119729,77.97335,2024-06-17,medium,investigating
CR003611,C0295,Pavan Bhat,,Bengaluru Urban,Yelahanka,Attur PS,Kidnapping,12.883913,77.389176,2024-10-05,medium,investigating
CR003612,C0295,Pavan Bhat,,Chikkamagaluru,Tarikere,Tarikere PS,Assault,13.253872,75.638091,2024-02-10,high,closed
CR003613,C0295,Pavan Bhat,,Davangere,Davangere City,KTJ Nagar PS,Domestic Violence,14.736446,75.76838,2024-06-30,medium,investigating
CR003614,C0295,Pavan Bhat,,Shivamogga,Bhadravati,Old Town PS,Fraud,14.00097,75.348493,2024-08-14,low,open
CR003615,C0295,Pavan Bhat,,Tumakuru,Madhugiri,Madhugiri Town PS,Domestic Violence,13.174676,76.889182,2023-06-10,low,investigating
CR003616,C0296,Mahesh Pai,,Tumakuru,Tumakuru City,Tumakuru PS,Cybercrime,13.237498,77.043925,2023-06-12,low,closed
CR003617,C0296,Mahesh Pai,,Ramanagara,Magadi,Magadi Rural PS,Vehicle Theft,12.608982,77.461325,2023-08-19,low,investigating
CR003618,C0296,Mahesh Pai,,Ramanagara,Magadi,Magadi Town PS,Assault,12.68926,77.46437,2024-02-14,low,closed
CR003619,C0296,Mahesh Pai,,Kodagu,Virajpet,Virajpet Rural PS,Murder,12.315106,75.936152,2024-04-27,low,investigating
CR003620,C0296,Mahesh Pai,,Shivamogga,Bhadravati,Old Town PS,Murder,14.121911,75.401774,2024-08-05,low,closed
CR003621,C0297,Jagadish Patil,,Uttara Kannada,Bhatkal,Bhatkal PS,Kidnapping,14.57278,74.829409,2024-01-25,medium,closed
CR003622,C0297,Jagadish Patil,,Hassan,Arsikere,Arsikere Town PS,Chain Snatching,13.030438,76.194762,2023-02-17,high,investigating
CR003623,C0297,Jagadish Patil,,Kalaburagi,Jewargi,Jewargi Rural PS,Kidnapping,17.471668,76.935629,2023-05-12,low,open
CR003624,C0297,Jagadish Patil,,Kolar,Kolar,Kolar PS,Burglary,12.919908,77.992238,2024-10-24,low,investigating
CR003625,C0297,Jagadish Patil,,Haveri,Savanur,Savanur Rural PS,Domestic Violence,14.629977,75.600541,2024-05-18,medium,open
CR003626,C0298,Sharath Pandit,,Shivamogga,Bhadravati,Paper Town PS,Drug Offense,14.051737,75.37891,2023-02-01,medium,investigating
CR003627,C0298,Sharath Pandit,,Haveri,Haveri,Haveri PS,Mobile Theft,14.994497,75.461408,2024-05-16,low,closed
CR003628,C0298,Sharath Pandit,,Tumakuru,Tumakuru City,Tumakuru PS,Chain Snatching,13.04273,77.308288,2023-08-31,low,closed
CR003629,C0298,Sharath Pandit,,Mangaluru,Mangaluru,Pandeshwar PS,Robbery,12.834537,74.984773,2023-03-18,low,open
CR003630,C0298,Sharath Pandit,,Bidar,Basavakalyan,Basavakalyan Town PS,Theft,18.181505,77.226745,2024-05-30,low,closed
CR003631,C0298,Sharath Pandit,,Ballari,Sandur,Sandur Rural PS,Chain Snatching,15.072852,76.924511,2023-04-24,medium,investigating
CR003632,C0298,Sharath Pandit,,Hassan,Sakleshpur,Sakleshpur Town PS,Fraud,12.879858,75.876074,2023-02-13,low,open
CR003633,C0298,Sharath Pandit,,Chamarajanagar,Kollegal,Kollegal Rural PS,Kidnapping,12.130314,76.732439,2024-08-28,low,open
CR003634,C0298,Sharath Pandit,,Yadgir,Shahapur,Shahapur PS,Murder,16.473188,76.957864,2023-04-02,low,open
CR003635,C0298,Sharath Pandit,,Bengaluru Urban,Whitefield,Varthur PS,Land Dispute,12.984221,77.392266,2023-09-11,medium,closed
CR003636,C0298,Sharath Pandit,,Uttara Kannada,Bhatkal,Bhatkal PS,Kidnapping,14.954845,74.981116,2023-05-18,low,closed
CR003637,C0298,Sharath Pandit,,Haveri,Ranebennur,Ranebennur Rural PS,Assault,14.618417,75.460966,2023-11-21,medium,open
CR003638,C0298,Sharath Pandit,,Davangere,Davangere City,KTJ Nagar PS,Fraud,14.292664,75.643168,2024-11-05,low,open
CR003639,C0299,Srinivas Kumar,,Tumakuru,Tumakuru City,Tumakuru City Traffic PS,Mobile Theft,13.122968,77.384767,2023-11-06,low,open
CR003640,C0299,Srinivas Kumar,,Vijayapura,Indi,Indi Rural PS,Domestic Violence,16.8545,75.629123,2024-09-09,low,investigating
CR003641,C0299,Srinivas Kumar,,Dakshina Kannada,Puttur,Puttur Town PS,Chain Snatching,12.64256,75.089445,2024-01-27,high,investigating
CR003642,C0299,Srinivas Kumar,,Bengaluru Rural,Nelamangala,Nelamangala Traffic PS,Kidnapping,13.04892,77.680923,2023-03-09,low,investigating
CR003643,C0299,Srinivas Kumar,,Mandya,Mandya,Mandya Town PS,Mobile Theft,12.551806,76.991987,2023-05-14,low,closed
CR003644,C0299,Srinivas Kumar,,Gadag,Ron,Ron PS,Fraud,15.517386,75.842061,2024-01-20,medium,closed
CR003645,C0299,Srinivas Kumar,,Hubballi-Dharwad,Dharwad,Sub Urban PS,Chain Snatching,15.553839,75.390485,2023-11-07,low,closed
CR003646,C0299,Srinivas Kumar,,Mysuru,Hunsur,Bilikere PS,Burglary,12.285539,76.524236,2024-03-15,medium,investigating
CR003647,C0299,Srinivas Kumar,,Vijayapura,Vijayapura City,Gandhi Chowk PS,Fraud,16.888225,75.615699,2024-08-24,high,investigating
CR003648,C0299,Srinivas Kumar,,Tumakuru,Tiptur,Tiptur Town PS,Drug Offense,13.168428,76.894622,2023-07-02,high,closed
CR003649,C0299,Srinivas Kumar,,Vijayapura,Vijayapura City,Gandhi Chowk PS,Mobile Theft,17.036731,76.004152,2023-09-13,low,open
CR003650,C0300,Vijay Pai,,Chitradurga,Chitradurga,Chitradurga PS,Land Dispute,13.932838,76.513557,2024-12-06,medium,open
CR003651,C0300,Vijay Pai,,Gadag,Mundargi,Mundargi PS,Mobile Theft,15.68418,75.594272,2024-12-31,low,closed
CR003652,C0300,Vijay Pai,,Bidar,Basavakalyan,Basavakalyan Rural PS,Theft,18.048456,77.251599,2023-03-16,low,closed
CR003653,C0300,Vijay Pai,,Chitradurga,Hiriyur,Hiriyur Town PS,Mobile Theft,14.155549,76.21531,2024-06-27,medium,investigating
CR003654,C0300,Vijay Pai,,Raichur,Manvi,Manvi Town PS,Chain Snatching,16.47313,77.476731,2024-04-23,medium,closed
CR003655,C0301,Akhil Verma,,Bengaluru Urban,Koramangala,Koramangala PS,Domestic Violence,12.843986,77.799423,2023-01-29,low,investigating
CR003656,C0301,Akhil Verma,,Hassan,Sakleshpur,Sakleshpur PS,Kidnapping,13.104547,75.998573,2023-06-20,high,closed
CR003657,C0301,Akhil Verma,,Koppal,Kushtagi,Kushtagi Rural PS,Fraud,15.118881,76.254568,2024-03-15,low,investigating
CR003658,C0301,Akhil Verma,,Chikkamagaluru,Chikkamagaluru City,Chikkamagaluru PS,Assault,13.027402,75.52753,2024-04-04,low,investigating
